2026/08/29 22:45:59.710, 380861, 28
2026/08/29 22:45:59.777, 380861, 550
2026/08/29 22:45:59.843, 380861, 550
2026/08/29 22:45:59.909, 380861, 550
2026/08/29 22:45:59.974, 380861, 550
2026/08/29 22:46:00.040, 380861, 550
2026/08/29 22:46:00.106, 380861, 550
2026/08/29 22:46:00.173, 380861, 550
2026/08/29 22:46:00.239, 380861, 550
2026/08/29 22:46:00.304, 380861, 550
2026/08/29 22:46:00.370, 380861, 550
2026/08/29 22:46:00.436, 380861, 550
2026/08/29 22:46:00.502, 380861, 550
2026/08/29 22:46:00.569, 380861, 550
2026/08/29 22:46:00.635, 380861, 550
2026/08/29 22:46:00.702, 380861, 550
2026/08/29 22:46:00.767, 380861, 550
2026/08/29 22:46:00.834, 380861, 550
2026/08/29 22:46:00.901, 380861, 550
2026/08/29 22:46:00.967, 380861, 550
2026/08/29 22:46:01.034, 380861, 550
2026/08/29 22:46:01.100, 380861, 550
2026/08/29 22:46:01.165, 380861, 550
2026/08/29 22:46:01.230, 380861, 550
2026/08/29 22:46:01.295, 380861, 550
2026/08/29 22:46:01.361, 380861, 550
2026/08/29 22:46:01.426, 380861, 550
2026/08/29 22:46:01.491, 380861, 550
2026/08/29 22:46:01.556, 380861, 550
2026/08/29 22:46:01.621, 380861, 550
2026/08/29 22:46:01.686, 380861, 550
2026/08/29 22:46:01.751, 380861, 550
2026/08/29 22:46:01.816, 380861, 550
2026/08/29 22:46:01.883, 380861, 550
2026/08/29 22:46:01.950, 380861, 550
2026/08/29 22:46:02.016, 380861, 550
2026/08/29 22:46:02.082, 380861, 550
2026/08/29 22:46:02.148, 380861, 550
2026/08/29 22:46:02.213, 380861, 550
2026/08/29 22:46:02.280, 380861, 550
2026/08/29 22:46:02.346, 380861, 550
2026/08/29 22:46:02.412, 380861, 550
2026/08/29 22:46:02.477, 380861, 550
2026/08/29 22:46:02.543, 380861, 550
2026/08/29 22:46:02.610, 380861, 550
2026/08/29 22:46:02.677, 380861, 550
2026/08/29 22:46:02.744, 380861, 550
2026/08/29 22:46:02.810, 380861, 550
2026/08/29 22:46:02.876, 380861, 550
2026/08/29 22:46:02.941, 380861, 550
2026/08/29 22:46:03.006, 380861, 550
2026/08/29 22:46:03.071, 380861, 550
2026/08/29 22:46:03.136, 380861, 550
2026/08/29 22:46:03.202, 380861, 550
2026/08/29 22:46:03.268, 380861, 550
2026/08/29 22:46:03.333, 380861, 550
2026/08/29 22:46:03.400, 380861, 550
2026/08/29 22:46:03.468, 380861, 550
2026/08/29 22:46:03.535, 380861, 550
2026/08/29 22:46:03.602, 380861, 550
2026/08/29 22:46:03.669, 380861, 550
2026/08/29 22:46:03.735, 380861, 550
2026/08/29 22:46:03.802, 380861, 550
2026/08/29 22:46:03.868, 380861, 550
2026/08/29 22:46:03.950, 380861, 550
2026/08/29 22:46:04.036, 380861, 550
2026/08/29 22:46:04.103, 380861, 550
2026/08/29 22:46:04.171, 380861, 550
2026/08/29 22:46:04.238, 380861, 550
2026/08/29 22:46:04.304, 380861, 550
2026/08/29 22:46:04.369, 380861, 550
2026/08/29 22:46:04.434, 380861, 550
2026/08/29 22:46:04.499, 380861, 550
2026/08/29 22:46:04.564, 380861, 550
2026/08/29 22:46:04.629, 380861, 550
2026/08/29 22:46:04.693, 380861, 550
2026/08/29 22:46:04.758, 380861, 550
2026/08/29 22:46:04.823, 380861, 550
2026/08/29 22:46:04.888, 380861, 550
2026/08/29 22:46:04.953, 380861, 550
2026/08/29 22:46:05.017, 380861, 550
2026/08/29 22:46:05.083, 380861, 550
2026/08/29 22:46:05.148, 380861, 550
2026/08/29 22:46:05.212, 380861, 550
2026/08/29 22:46:05.277, 380861, 550
2026/08/29 22:46:05.342, 380861, 550
2026/08/29 22:46:05.407, 380861, 550
2026/08/29 22:46:05.472, 380861, 550
2026/08/29 22:46:05.536, 380861, 550
2026/08/29 22:46:05.601, 380861, 550
2026/08/29 22:46:05.666, 380861, 550
2026/08/29 22:46:05.731, 380861, 550
2026/08/29 22:46:05.796, 380861, 550
2026/08/29 22:46:05.861, 380861, 550
2026/08/29 22:46:05.927, 380861, 550
2026/08/29 22:46:05.993, 380861, 550
2026/08/29 22:46:06.057, 380861, 550
2026/08/29 22:46:06.122, 380861, 550
2026/08/29 22:46:06.189, 380861, 550
2026/08/29 22:46:06.256, 380861, 550
2026/08/29 22:46:06.322, 380861, 550
2026/08/29 22:46:06.387, 380861, 550
2026/08/29 22:46:06.452, 380861, 550
2026/08/29 22:46:06.517, 380861, 550
2026/08/29 22:46:06.582, 380861, 550
2026/08/29 22:46:06.646, 380861, 550
2026/08/29 22:46:06.711, 380861, 550
2026/08/29 22:46:06.776, 380861, 550
2026/08/29 22:46:06.841, 380861, 550
2026/08/29 22:46:06.906, 380861, 550
2026/08/29 22:46:06.972, 380861, 550
2026/08/29 22:46:07.038, 380861, 550
2026/08/29 22:46:07.103, 380861, 550
2026/08/29 22:46:07.168, 380861, 550
2026/08/29 22:46:07.234, 380861, 550
2026/08/29 22:46:07.299, 380861, 550
2026/08/29 22:46:07.364, 380861, 550
2026/08/29 22:46:07.431, 380861, 550
2026/08/29 22:46:07.500, 380861, 550
2026/08/29 22:46:07.566, 380861, 550
2026/08/29 22:46:07.631, 380861, 550
2026/08/29 22:46:07.697, 380861, 550
2026/08/29 22:46:07.763, 380861, 550
2026/08/29 22:46:07.829, 380861, 550
2026/08/29 22:46:07.895, 380861, 550
2026/08/29 22:46:07.960, 380861, 550
2026/08/29 22:46:08.027, 380861, 550
2026/08/29 22:46:08.093, 380861, 550
2026/08/29 22:46:08.159, 380861, 550
2026/08/29 22:46:08.225, 380861, 550
2026/08/29 22:46:08.321, 380861, 550
2026/08/29 22:46:08.399, 380861, 550
2026/08/29 22:46:08.466, 380861, 550
2026/08/29 22:46:08.534, 380861, 550
2026/08/29 22:46:08.600, 380861, 550
2026/08/29 22:46:08.667, 380861, 550
2026/08/29 22:46:08.733, 380861, 550
2026/08/29 22:46:08.800, 380861, 550
2026/08/29 22:46:08.867, 380861, 550
2026/08/29 22:46:08.933, 380861, 550
2026/08/29 22:46:08.998, 380861, 550
2026/08/29 22:46:09.067, 380861, 550
2026/08/29 22:46:09.133, 380861, 550
2026/08/29 22:46:09.133, 381640, 550
2026/08/29 22:46:09.198, 380861, 550
2026/08/29 22:46:09.198, 381640, 744
2026/08/29 22:46:09.264, 380861, 550
2026/08/29 22:46:09.264, 381640, 744
2026/08/29 22:46:09.331, 380861, 550
2026/08/29 22:46:09.331, 381640, 744
2026/08/29 22:46:09.399, 380861, 550
2026/08/29 22:46:09.399, 381640, 744
2026/08/29 22:46:09.466, 380861, 550
2026/08/29 22:46:09.466, 381640, 744
2026/08/29 22:46:09.530, 380861, 550
2026/08/29 22:46:09.530, 381640, 744
2026/08/29 22:46:09.595, 380861, 550
2026/08/29 22:46:09.595, 381640, 744
2026/08/29 22:46:09.660, 380861, 550
2026/08/29 22:46:09.660, 381640, 744
2026/08/29 22:46:09.727, 380861, 550
2026/08/29 22:46:09.727, 381640, 744
2026/08/29 22:46:09.795, 380861, 550
2026/08/29 22:46:09.795, 381640, 744
2026/08/29 22:46:09.860, 380861, 550
2026/08/29 22:46:09.860, 381640, 744
2026/08/29 22:46:09.926, 380861, 550
2026/08/29 22:46:09.926, 381640, 744
2026/08/29 22:46:09.991, 380861, 550
2026/08/29 22:46:09.991, 381640, 744
2026/08/29 22:46:10.056, 380861, 550
2026/08/29 22:46:10.056, 381640, 1278
2026/08/29 22:46:10.121, 380861, 550
2026/08/29 22:46:10.121, 381640, 1666
2026/08/29 22:46:10.186, 380861, 550
2026/08/29 22:46:10.186, 381640, 1666
2026/08/29 22:46:10.251, 380861, 550
2026/08/29 22:46:10.251, 381640, 1666
2026/08/29 22:46:10.316, 380861, 550
2026/08/29 22:46:10.316, 381640, 1666
2026/08/29 22:46:10.381, 380861, 550
2026/08/29 22:46:10.381, 381640, 1666
2026/08/29 22:46:10.446, 380861, 550
2026/08/29 22:46:10.446, 381640, 3576
2026/08/29 22:46:10.511, 380861, 550
2026/08/29 22:46:10.511, 381640, 3576
2026/08/29 22:46:10.576, 380861, 550
2026/08/29 22:46:10.576, 381640, 3576
2026/08/29 22:46:10.641, 380861, 550
2026/08/29 22:46:10.641, 381640, 3576
2026/08/29 22:46:10.706, 380861, 550
2026/08/29 22:46:10.706, 381640, 3576
2026/08/29 22:46:10.771, 380861, 550
2026/08/29 22:46:10.771, 381640, 3576
2026/08/29 22:46:10.836, 380861, 550
2026/08/29 22:46:10.836, 381640, 3648
2026/08/29 22:46:10.902, 380861, 550
2026/08/29 22:46:10.902, 381640, 6284
2026/08/29 22:46:10.968, 380861, 550
2026/08/29 22:46:10.968, 381640, 6878
2026/08/29 22:46:11.035, 380861, 550
2026/08/29 22:46:11.035, 381640, 6878
2026/08/29 22:46:11.102, 380861, 550
2026/08/29 22:46:11.102, 381640, 6878
2026/08/29 22:46:11.169, 380861, 550
2026/08/29 22:46:11.169, 381640, 6878
2026/08/29 22:46:11.234, 380861, 550
2026/08/29 22:46:11.234, 381640, 6878
2026/08/29 22:46:11.300, 380861, 550
2026/08/29 22:46:11.300, 381640, 6878
2026/08/29 22:46:11.366, 380861, 550
2026/08/29 22:46:11.366, 381640, 6878
2026/08/29 22:46:11.431, 380861, 550
2026/08/29 22:46:11.431, 381640, 6878
2026/08/29 22:46:11.497, 380861, 550
2026/08/29 22:46:11.497, 381640, 6878
2026/08/29 22:46:11.563, 380861, 550
2026/08/29 22:46:11.563, 381640, 6878
2026/08/29 22:46:11.628, 380861, 550
2026/08/29 22:46:11.628, 381640, 6878
2026/08/29 22:46:11.694, 380861, 550
2026/08/29 22:46:11.694, 381640, 6878
2026/08/29 22:46:11.761, 380861, 550
2026/08/29 22:46:11.761, 381640, 6878
2026/08/29 22:46:11.828, 380861, 550
2026/08/29 22:46:11.828, 381640, 6878
2026/08/29 22:46:11.894, 380861, 550
2026/08/29 22:46:11.894, 381640, 6878
2026/08/29 22:46:11.961, 380861, 550
2026/08/29 22:46:11.961, 381640, 5260
2026/08/29 22:46:12.028, 380861, 550
2026/08/29 22:46:12.028, 381640, 5260
2026/08/29 22:46:12.095, 380861, 550
2026/08/29 22:46:12.095, 381640, 5296
2026/08/29 22:46:12.162, 380861, 550
2026/08/29 22:46:12.162, 381640, 5296
2026/08/29 22:46:12.228, 380861, 550
2026/08/29 22:46:12.228, 381640, 5296
2026/08/29 22:46:12.294, 380861, 550
2026/08/29 22:46:12.294, 381640, 5296
2026/08/29 22:46:12.359, 380861, 550
2026/08/29 22:46:12.359, 381640, 5296
2026/08/29 22:46:12.425, 380861, 550
2026/08/29 22:46:12.425, 381640, 5296
2026/08/29 22:46:12.490, 380861, 550
2026/08/29 22:46:12.490, 381640, 5296
2026/08/29 22:46:12.556, 380861, 550
2026/08/29 22:46:12.556, 381640, 5296
2026/08/29 22:46:12.624, 380861, 550
2026/08/29 22:46:12.624, 381640, 5296
2026/08/29 22:46:12.690, 380861, 550
