comparison,rep,left_req_s,right_req_s,change_percent
pr_vs_base_mps_off,1,0.8460652698387878,0.8797205280574354,3.977856014000003
pr_vs_base_mps_off,2,0.8353378639035345,0.8865211148363139,6.127251396650468
pr_vs_base_mps_off,3,0.8483057138984521,0.8850109815172662,4.32689147525982
pr_vs_base_mps_off,4,0.8468579449140757,0.8855770147248208,4.572085559718464
pr_vs_base_mps_off,5,0.8394511287641488,0.8808313261745491,4.92943495964091
pr_vs_base_mps_off,6,0.8447584394659972,0.8872977476038072,5.03567720077478
pr_vs_base_mps_on,1,0.8587694119833562,1.1934817022966646,38.97580487179666
pr_vs_base_mps_on,2,0.8514060118702094,1.1930256096760024,40.12417025989598
pr_vs_base_mps_on,3,0.8542232394393502,1.1929957400874167,39.65854416117409
pr_vs_base_mps_on,4,0.8513453003336021,1.193015085886193,40.13292672417486
pr_vs_base_mps_on,5,0.8536095007728903,1.1936752630621934,39.83856341587044
pr_vs_base_mps_on,6,0.8488196166201076,1.1939823325438397,40.663847673328554
mps_on_vs_off_base,1,0.8460652698387878,0.8587694119833562,1.5015558015978092
mps_on_vs_off_base,2,0.8353378639035345,0.8514060118702094,1.9235507763994297
mps_on_vs_off_base,3,0.8483057138984521,0.8542232394393502,0.6975699260239221
mps_on_vs_off_base,4,0.8468579449140757,0.8513453003336021,0.5298828978904657
mps_on_vs_off_base,5,0.8394511287641488,0.8536095007728903,1.6866225469951646
mps_on_vs_off_base,6,0.8447584394659972,0.8488196166201076,0.4807501132131575
mps_on_vs_off_pr,1,0.8797205280574354,1.1934817022966646,35.66600576345132
mps_on_vs_off_pr,2,0.8865211148363139,1.1930256096760024,34.573851621828666
mps_on_vs_off_pr,3,0.8850109815172662,1.1929957400874167,34.80010587463449
mps_on_vs_off_pr,4,0.8855770147248208,1.193015085886193,34.716130392894605
mps_on_vs_off_pr,5,0.8808313261745491,1.1936752630621934,35.51689495948398
mps_on_vs_off_pr,6,0.8872977476038072,1.1939823325438397,34.56388633559027
